segment,location,pressure,flow,acoustic,time
Guwahati → Dimapur,"(26.08495, 92.23405)",51.75211806633069,106.35135171883162,27.704876404603326,1739876453.189308
Guwahati → Dimapur,"(26.0254, 92.7319)",49.261007705971366,93.25258378743368,32.6300693616785,1739876453.189311
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",46.017369698435644,96.33698042043513,30.093232364786573,1739876453.1893141
Guwahati → Dimapur,"(25.9063, 93.7276)",57.07968057066742,94.84595866912966,27.960159439272378,1739876453.189316
Dimapur → Kohima,"(25.9063, 93.7276)",52.204577502947394,107.00460997135468,27.78323024588984,1739876453.189352
Dimapur → Kohima,"(25.8484, 93.82284999999999)",54.443296900729294,126.70907660642492,34.792721614151944,1739876453.189354
Dimapur → Kohima,"(25.7905, 93.9181)",50.30048512287417,103.57101514964673,33.712751077424215,1739876453.189357
Dimapur → Kohima,"(25.7326, 94.01335)",60.206041535244665,96.33983478360183,34.108784199583454,1739876453.1893592
Dimapur → Kohima,"(25.6747, 94.1086)",48.80175278356797,101.70007636543889,28.639752319675885,1739876453.1893609
Kohima → Imphal,"(25.6747, 94.1086)",55.72864361969372,102.75867527533147,29.009710102285183,1739876453.189387
Kohima → Imphal,"(25.460275000000003, 94.06565)",47.2901839159646,94.5134753880257,31.89824750102099,1739876453.1893902
Kohima → Imphal,"(25.24585, 94.0227)",49.9320602364929,89.81852435269215,29.542199894325165,1739876453.1893919
Kohima → Imphal,"(25.031425, 93.97975)",47.77731021756297,97.70939565410619,31.109393430907275,1739876453.189394
Kohima → Imphal,"(24.817, 93.9368)",47.35351248630899,104.31238790615069,31.29859034930696,1739876453.189396
Guwahati → Dimapur,"(26.1445, 91.7362)",53.077452426882594,103.45618640901841,27.330055745478017,1739876486.210648
Guwahati → Dimapur,"(26.08495, 92.23405)",58.60058334851161,98.13990328789119,27.09945402507427,1739876486.2106519
Guwahati → Dimapur,"(26.0254, 92.7319)",44.603639868332834,101.87427042919609,37.9089723203914,1739876486.210655
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",48.777713203733896,89.46095366602188,25.375259055700333,1739876486.2106571
Guwahati → Dimapur,"(25.9063, 93.7276)",55.25430397012811,99.14280721368668,31.308291567086822,1739876486.21066
Dimapur → Kohima,"(25.9063, 93.7276)",45.34835081031192,100.0256198686394,31.753760431978336,1739876486.210915
Dimapur → Kohima,"(25.8484, 93.82284999999999)",52.18846280207598,108.65670894502922,35.465703043008965,1739876486.210919
Dimapur → Kohima,"(25.7905, 93.9181)",44.38634192149697,85.10468610703965,30.045270736444394,1739876486.210921
Dimapur → Kohima,"(25.7326, 94.01335)",51.776752262994165,112.45904081419403,30.641477270432695,1739876486.2109241
Dimapur → Kohima,"(25.6747, 94.1086)",57.06320173220945,105.27144557561164,32.65634100817745,1739876486.210927
Kohima → Imphal,"(25.6747, 94.1086)",47.649189906002675,92.44346431827074,29.58731403237999,1739876486.211013
Kohima → Imphal,"(25.460275000000003, 94.06565)",54.25669463221234,94.37485778806392,32.086597636874444,1739876486.211016
Kohima → Imphal,"(25.24585, 94.0227)",46.62846745876588,100.74669089984775,29.540747037606327,1739876486.211019
Kohima → Imphal,"(25.031425, 93.97975)",54.418066726417734,87.65917018254478,30.3531339551912,1739876486.211021
Kohima → Imphal,"(24.817, 93.9368)",44.755041742584766,82.69315467756564,32.0659228872084,1739876486.2110238
Guwahati → Dimapur,"(26.1445, 91.7362)",53.02420999805885,96.28113947801262,34.09764713251067,1739876546.189981
Guwahati → Dimapur,"(26.08495, 92.23405)",53.83003460553752,109.36879161139612,35.98389108205597,1739876546.189985
Guwahati → Dimapur,"(26.0254, 92.7319)",47.65696170403518,94.09345860950782,31.156318911031665,1739876546.1899898
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",43.927829049105924,104.1510261798446,27.30119997338183,1739876546.189993
Guwahati → Dimapur,"(25.9063, 93.7276)",49.83732593458712,94.11476615886545,27.939026296713344,1739876546.189995
Dimapur → Kohima,"(25.9063, 93.7276)",52.84675091751747,105.62346336026111,27.87581939246607,1739876546.19011
Dimapur → Kohima,"(25.8484, 93.82284999999999)",40.921252371855445,104.01188056301307,29.995183377197964,1739876546.190112
Dimapur → Kohima,"(25.7905, 93.9181)",52.24651716782287,90.8888958951068,29.081764052715393,1739876546.190115
Dimapur → Kohima,"(25.7326, 94.01335)",42.12782064349448,100.4174093194304,27.624902438916223,1739876546.1901171
Dimapur → Kohima,"(25.6747, 94.1086)",45.18430799038072,73.91364954228145,31.206944473303505,1739876546.19012
Kohima → Imphal,"(25.6747, 94.1086)",50.31788157775137,88.37838902382414,29.702468576551322,1739876546.1901581
Kohima → Imphal,"(25.460275000000003, 94.06565)",52.22141733983031,98.76229434143883,39.454781191674826,1739876546.190161
Kohima → Imphal,"(25.24585, 94.0227)",43.98357572988523,71.95651097740674,29.18465785543984,1739876546.190163
Kohima → Imphal,"(25.031425, 93.97975)",49.43188824025488,87.78437098335148,32.986802720340435,1739876546.190165
Kohima → Imphal,"(24.817, 93.9368)",43.70922112678426,112.37865135782533,25.93570614177549,1739876546.1901681
Guwahati → Dimapur,"(26.1445, 91.7362)",41.34916385011214,93.30888874223092,31.807279493137322,1739876596.1912801
Guwahati → Dimapur,"(26.08495, 92.23405)",41.66331885410798,100.00173245390611,27.305837307361678,1739876596.191284
Guwahati → Dimapur,"(26.0254, 92.7319)",45.52587601462463,97.13610926117562,24.965179394725336,1739876596.191287
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",53.10011170492103,81.54257637053095,27.730676430640447,1739876596.1912901
Guwahati → Dimapur,"(25.9063, 93.7276)",51.42443160125964,106.07120983786979,31.642395841979788,1739876596.1912918
Dimapur → Kohima,"(25.9063, 93.7276)",53.901487851260946,113.1955539353279,32.53167402687395,1739876596.191342
Dimapur → Kohima,"(25.8484, 93.82284999999999)",61.015549516421466,97.31564268853091,32.249393330062645,1739876596.191345
Dimapur → Kohima,"(25.7905, 93.9181)",45.524759069853815,100.73497373920122,34.79840457511331,1739876596.191347
Dimapur → Kohima,"(25.7326, 94.01335)",45.543533319974586,101.67835379017977,31.567092022879457,1739876596.19135
Dimapur → Kohima,"(25.6747, 94.1086)",44.91343744273673,107.88585659111372,28.26478786302934,1739876596.1913521
Kohima → Imphal,"(25.6747, 94.1086)",54.97687278182935,89.19578776867667,32.73453244646227,1739876596.191384
Kohima → Imphal,"(25.460275000000003, 94.06565)",57.22037131996817,100.19775092192941,27.765974628959892,1739876596.1913862
Kohima → Imphal,"(25.24585, 94.0227)",46.69506333611513,115.27015937448579,30.732436126457387,1739876596.191388
Kohima → Imphal,"(25.031425, 93.97975)",44.73286355255456,106.99635943805701,30.48849419894785,1739876596.191391
Kohima → Imphal,"(24.817, 93.9368)",60.47248569545588,93.5372698690313,20.620732609899157,1739876596.1913931
Guwahati → Dimapur,"(26.1445, 91.7362)",49.19977869210171,97.40170330272746,28.222308973090524,1739876656.204567
Guwahati → Dimapur,"(26.08495, 92.23405)",50.592821542765044,107.58968143670111,28.398811921805187,1739876656.20457
Guwahati → Dimapur,"(26.0254, 92.7319)",48.54819307593839,99.1547018437161,29.16604832669533,1739876656.204573
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",51.05139494197343,98.39288882158262,27.585762093514912,1739876656.204575
Guwahati → Dimapur,"(25.9063, 93.7276)",48.72865909125158,91.9974168531437,26.899783641132558,1739876656.2045782
Dimapur → Kohima,"(25.9063, 93.7276)",53.29814518712032,112.56317014851994,25.027333661344265,1739876656.204715
Dimapur → Kohima,"(25.8484, 93.82284999999999)",48.854176118502274,96.9124707000086,30.848207421913973,1739876656.204718
Dimapur → Kohima,"(25.7905, 93.9181)",48.136409024814995,106.7999973547315,28.860170554548016,1739876656.204721
Dimapur → Kohima,"(25.7326, 94.01335)",54.502461364108356,118.01269646648278,28.74311784039807,1739876656.204723
Dimapur → Kohima,"(25.6747, 94.1086)",48.41787254561878,106.86193218626674,28.345724371839747,1739876656.204726
Kohima → Imphal,"(25.6747, 94.1086)",52.40602777977973,114.9240058593883,33.97021734620602,1739876656.2047622
Kohima → Imphal,"(25.460275000000003, 94.06565)",56.30595846840821,112.21159241693964,31.355994989390158,1739876656.2047648
Kohima → Imphal,"(25.24585, 94.0227)",61.59621343093847,109.470849478953,28.241808808245377,1739876656.204767
Kohima → Imphal,"(25.031425, 93.97975)",45.324306255474404,95.05092871511536,28.974402908632687,1739876656.20477
Kohima → Imphal,"(24.817, 93.9368)",53.781796219253344,112.0919206924223,31.795205015230753,1739876656.204772
Guwahati → Dimapur,"(26.1445, 91.7362)",50.672439515483404,108.14162539603544,36.66063033743957,1739876716.205348
Guwahati → Dimapur,"(26.08495, 92.23405)",50.7714583560285,93.285193070399,31.44724160045697,1739876716.20539
Guwahati → Dimapur,"(26.0254, 92.7319)",55.37692220878483,99.56222575371658,32.99379587816799,1739876716.205396
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",54.12982499694397,81.41069241676632,28.35808008211839,1739876716.205398
Guwahati → Dimapur,"(25.9063, 93.7276)",51.31877135765613,101.36309232231613,26.65836921176289,1739876716.2054012
Dimapur → Kohima,"(25.9063, 93.7276)",46.567257559529565,100.34519935164917,30.68460221811117,1739876716.20545
Dimapur → Kohima,"(25.8484, 93.82284999999999)",58.84231079252578,92.54449288531228,29.83455605560561,1739876716.205452
Dimapur → Kohima,"(25.7905, 93.9181)",51.01006857705987,83.62493526639548,30.4371121886878,1739876716.205455
Dimapur → Kohima,"(25.7326, 94.01335)",54.85119241822282,98.42744545286475,32.98026331667376,1739876716.205457
Dimapur → Kohima,"(25.6747, 94.1086)",55.58265995553715,115.6334919185498,36.30072464731502,1739876716.20546
Kohima → Imphal,"(25.6747, 94.1086)",52.608684948143974,121.25164264663903,34.372769010034226,1739876716.2054899
Kohima → Imphal,"(25.460275000000003, 94.06565)",51.496936039371256,125.0257210870945,33.60969260758498,1739876716.205493
Kohima → Imphal,"(25.24585, 94.0227)",57.22582798860625,90.83630328813899,26.365394571187355,1739876716.205495
Kohima → Imphal,"(25.031425, 93.97975)",51.664114154513534,103.01238366872627,35.551389163813205,1739876716.2054982
Kohima → Imphal,"(24.817, 93.9368)",43.92502562661345,119.68552543329427,30.82357452328137,1739876716.2055
Guwahati → Dimapur,"(26.1445, 91.7362)",44.438843753137874,98.72531426224262,30.715796649084385,1739876776.197591
Guwahati → Dimapur,"(26.08495, 92.23405)",42.04960752370622,108.32145591515966,26.52479469940694,1739876776.1975942
Guwahati → Dimapur,"(26.0254, 92.7319)",49.229168554841905,86.49568704497736,29.476008493458888,1739876776.197599
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",49.76099243459609,100.16621048430449,28.298466312272954,1739876776.197602
Guwahati → Dimapur,"(25.9063, 93.7276)",55.14954658358662,88.02469658916874,29.551616667353144,1739876776.1976042
Dimapur → Kohima,"(25.9063, 93.7276)",50.80684046659088,95.0439963018634,27.621018516378427,1739876776.19767
Dimapur → Kohima,"(25.8484, 93.82284999999999)",46.564406985871194,96.6738232634939,35.81450444395543,1739876776.1976728
Dimapur → Kohima,"(25.7905, 93.9181)",55.65687740379614,101.584811090005,30.971647051962037,1739876776.197676
Dimapur → Kohima,"(25.7326, 94.01335)",54.15912984571417,81.3483299907006,26.600072106718113,1739876776.197678
Dimapur → Kohima,"(25.6747, 94.1086)",56.120074667110494,91.65434622038717,33.95228056575162,1739876776.197681
Kohima → Imphal,"(25.6747, 94.1086)",53.75026084289124,91.64954885738908,24.979716751054525,1739876776.197713
Kohima → Imphal,"(25.460275000000003, 94.06565)",51.97444991827548,94.37052176751929,32.51689843389034,1739876776.197715
Kohima → Imphal,"(25.24585, 94.0227)",47.069607986257566,99.77381845707016,30.35528192719383,1739876776.197718
Kohima → Imphal,"(25.031425, 93.97975)",51.29614517547923,92.63633504200273,24.756083411813258,1739876776.19772
Kohima → Imphal,"(24.817, 93.9368)",41.45773411306308,92.67598585700482,28.895515661257605,1739876776.197723
Guwahati → Dimapur,"(26.1445, 91.7362)",52.72602961291346,90.94816191418232,33.387690581966915,1739876816.0154529
Guwahati → Dimapur,"(26.08495, 92.23405)",46.63587800231411,115.7068463035918,36.17202175777449,1739876816.015458
Guwahati → Dimapur,"(26.0254, 92.7319)",55.821909322157126,104.05402335650192,27.18588198794731,1739876816.0154612
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",55.622034447324744,90.86011505020848,32.09033822579624,1739876816.0154638
Guwahati → Dimapur,"(25.9063, 93.7276)",55.970185631391416,95.92635380612941,29.68802576858644,1739876816.015467
Dimapur → Kohima,"(25.9063, 93.7276)",56.100611798827444,101.49202128991196,33.967844646415855,1739876816.01556
Dimapur → Kohima,"(25.8484, 93.82284999999999)",50.02130546161138,87.56532916783759,32.24414860035417,1739876816.015564
Dimapur → Kohima,"(25.7905, 93.9181)",49.47922984763844,99.903964741252,26.77311929771619,1739876816.015567
Dimapur → Kohima,"(25.7326, 94.01335)",47.086621165355695,96.88554137264711,29.164017423433535,1739876816.01557
Dimapur → Kohima,"(25.6747, 94.1086)",53.50916959715329,103.23479393511025,28.62460834737232,1739876816.015573
Kohima → Imphal,"(25.6747, 94.1086)",47.6920188907236,108.93959720650017,26.95744500335704,1739876816.015605
Kohima → Imphal,"(25.460275000000003, 94.06565)",43.198764835916855,92.96966368806622,30.92874705954442,1739876816.015607
Kohima → Imphal,"(25.24585, 94.0227)",56.49429837240713,91.47146024469465,26.48170265590059,1739876816.0156102
Kohima → Imphal,"(25.031425, 93.97975)",52.44380640962121,118.9782837548729,22.647206070864236,1739876816.015615
Kohima → Imphal,"(24.817, 93.9368)",49.13809930315753,126.4137061474528,27.268379362415303,1739876816.015618
Guwahati → Dimapur,"(26.1445, 91.7362)",46.4319833850305,107.599834764034,30.979808368079272,1739877226.366164
Guwahati → Dimapur,"(26.08495, 92.23405)",48.33646190410709,102.2609051633331,31.99289754953021,1739877226.366168
Guwahati → Dimapur,"(26.0254, 92.7319)",42.79152954186054,103.24733206489906,30.145258756716817,1739877226.3661702
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",54.264301772776214,109.03795211624973,29.315021871257766,1739877226.366173
Guwahati → Dimapur,"(25.9063, 93.7276)",56.50226645092659,100.90520083993952,34.41752516746632,1739877226.366175
Dimapur → Kohima,"(25.9063, 93.7276)",51.93764195629752,101.18167853064791,34.777888192791075,1739877226.366208
Dimapur → Kohima,"(25.8484, 93.82284999999999)",46.32096796778451,91.27486901466811,35.924256765214125,1739877226.3662112
Dimapur → Kohima,"(25.7905, 93.9181)",52.20830268850434,113.21621254661221,34.15208097013703,1739877226.366213
Dimapur → Kohima,"(25.7326, 94.01335)",43.33200082298299,100.94587951903166,34.857288070383056,1739877226.366216
Dimapur → Kohima,"(25.6747, 94.1086)",46.253026499585275,98.64480420531723,32.483246182276744,1739877226.366219
Kohima → Imphal,"(25.6747, 94.1086)",42.285616829873504,103.23928112537251,26.819932701109767,1739877226.366285
Kohima → Imphal,"(25.460275000000003, 94.06565)",51.29275140721279,102.85961496223723,29.181350021881624,1739877226.366288
Kohima → Imphal,"(25.24585, 94.0227)",49.850350103611284,103.41787921244084,34.84068720580212,1739877226.366291
Kohima → Imphal,"(25.031425, 93.97975)",43.99503744741858,90.1670677173276,31.52659440906711,1739877226.366294
Kohima → Imphal,"(24.817, 93.9368)",46.86050409565015,97.45658969825708,30.976733695236458,1739877226.366296
Guwahati → Dimapur,"(26.1445, 91.7362)",44.551684673963194,84.921197893297,29.75135146156739,1739877500.5535989
Guwahati → Dimapur,"(26.08495, 92.23405)",48.22015310041874,101.53440560974981,26.967098370788044,1739877500.5536041
Guwahati → Dimapur,"(26.0254, 92.7319)",44.2026784025671,90.74458275167784,25.629098203824352,1739877500.553608
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",53.94632202941295,99.90633247694663,31.69351727697018,1739877500.553613
Guwahati → Dimapur,"(25.9063, 93.7276)",48.31628771024703,97.3086623975473,35.27684907127575,1739877500.553628
Dimapur → Kohima,"(25.9063, 93.7276)",52.405534653331294,99.4529511361716,27.282719423612367,1739877500.553778
Dimapur → Kohima,"(25.8484, 93.82284999999999)",55.61917750555715,91.80256592704545,26.084519515037925,1739877500.553783
Dimapur → Kohima,"(25.7905, 93.9181)",47.61309243163485,94.56765763765092,28.93699859473434,1739877500.553786
Dimapur → Kohima,"(25.7326, 94.01335)",54.906506971127236,92.22805150884547,32.042641087726125,1739877500.553791
Dimapur → Kohima,"(25.6747, 94.1086)",49.21105232445086,104.57256859541033,28.858175388785952,1739877500.553878
Kohima → Imphal,"(25.6747, 94.1086)",52.01552617634565,80.01929455451838,30.32419998794072,1739877500.55394
Kohima → Imphal,"(25.460275000000003, 94.06565)",53.90813384607685,103.87283621785056,31.069127260979933,1739877500.553967
Kohima → Imphal,"(25.24585, 94.0227)",47.333057281293385,100.07730210810233,32.8208623169069,1739877500.553988
Kohima → Imphal,"(25.031425, 93.97975)",51.21548767348487,91.59514535814519,28.1988438924107,1739877500.5539908
Kohima → Imphal,"(24.817, 93.9368)",46.60048730020282,103.81305464423383,34.62256739056147,1739877500.553994
Guwahati → Dimapur,"(26.1445, 91.7362)",55.65314713446749,98.58029039790108,27.45517136269626,1739877560.482332
Guwahati → Dimapur,"(26.08495, 92.23405)",48.59397274439926,102.59267434032363,31.638821649010662,1739877560.482335
Guwahati → Dimapur,"(26.0254, 92.7319)",63.58621059691487,113.83808813873817,28.12670467887192,1739877560.482338
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",54.10253446608144,85.62642999412344,30.481265257721695,1739877560.48234
Guwahati → Dimapur,"(25.9063, 93.7276)",47.47096571308864,86.55401085050157,27.17806649232504,1739877560.482343
Dimapur → Kohima,"(25.9063, 93.7276)",55.63212742488407,105.7791190478834,29.39154851294257,1739877560.482374
Dimapur → Kohima,"(25.8484, 93.82284999999999)",48.7563616194029,114.08058556551654,33.583564180944016,1739877560.4823759
Dimapur → Kohima,"(25.7905, 93.9181)",48.94448277600526,87.28263967801017,33.79583288077602,1739877560.482379
Dimapur → Kohima,"(25.7326, 94.01335)",54.08926856951466,91.16219647504232,28.67227923277154,1739877560.482381
Dimapur → Kohima,"(25.6747, 94.1086)",52.57399449955451,104.72326599425087,29.54529855640089,1739877560.482384
Kohima → Imphal,"(25.6747, 94.1086)",52.979204114848834,106.70534311784688,26.529468717255313,1739877560.482409
Kohima → Imphal,"(25.460275000000003, 94.06565)",54.3960060954489,109.50829272075924,36.29574650001582,1739877560.482411
Kohima → Imphal,"(25.24585, 94.0227)",50.69059681634899,89.70232834547653,27.934983968366996,1739877560.482413
Kohima → Imphal,"(25.031425, 93.97975)",53.99004612189863,90.10704335296518,30.726447912186153,1739877560.4824162
Kohima → Imphal,"(24.817, 93.9368)",45.66773220214474,93.47458065729082,28.27892795935415,1739877560.4824178
Guwahati → Dimapur,"(26.1445, 91.7362)",53.55897530503094,104.09224170168072,30.16203552283518,1739877590.494524
Guwahati → Dimapur,"(26.08495, 92.23405)",50.663787672145546,107.40735464543377,28.05585359181748,1739877590.49453
Guwahati → Dimapur,"(26.0254, 92.7319)",51.685261451416594,89.04587698287658,30.952926951226065,1739877590.494535
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",48.34397178254411,100.17536918252955,33.82278086099843,1739877590.494539
Guwahati → Dimapur,"(25.9063, 93.7276)",44.45101445453601,87.54790976068571,33.23922409368557,1739877590.494543
Dimapur → Kohima,"(25.9063, 93.7276)",46.195564768987424,116.75406847961864,24.347878560577747,1739877590.494669
Dimapur → Kohima,"(25.8484, 93.82284999999999)",50.56328945292813,89.32224681927123,33.68426493403444,1739877590.4946718
Dimapur → Kohima,"(25.7905, 93.9181)",58.83165960866934,103.62620518126654,30.186047622030845,1739877590.494675
Dimapur → Kohima,"(25.7326, 94.01335)",47.84875650561734,100.95101267832058,34.94920801096515,1739877590.494677
Dimapur → Kohima,"(25.6747, 94.1086)",58.36810236874909,94.10099038825048,29.674338279668916,1739877590.4946802
Kohima → Imphal,"(25.6747, 94.1086)",51.623500642410335,113.46255233936127,25.50155501938584,1739877590.494711
Kohima → Imphal,"(25.460275000000003, 94.06565)",54.22114174680534,102.81099882636623,28.564224124215187,1739877590.494713
Kohima → Imphal,"(25.24585, 94.0227)",52.09612456179499,108.56720424777234,30.912078370177447,1739877590.494716
Kohima → Imphal,"(25.031425, 93.97975)",49.98090503755217,97.00470859304741,24.920950962233047,1739877590.4947178
Kohima → Imphal,"(24.817, 93.9368)",47.9221323565746,96.49441292448503,30.93497949969925,1739877590.494721
Guwahati → Dimapur,"(26.1445, 91.7362)",66.31399182716605,96.35551572521848,29.700658154681644,1739877650.478803
Guwahati → Dimapur,"(26.08495, 92.23405)",49.10396178462756,95.23454572043069,29.41426025458058,1739877650.478807
Guwahati → Dimapur,"(26.0254, 92.7319)",46.02366261805454,83.48324433032406,24.51828752605067,1739877650.478809
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",43.709923819218766,84.70600729847826,27.70878259073187,1739877650.478812
Guwahati → Dimapur,"(25.9063, 93.7276)",52.58024541080891,93.08919672753869,30.593359171965826,1739877650.478814
Dimapur → Kohima,"(25.9063, 93.7276)",47.30300336608891,105.00961861739442,29.603564977965455,1739877650.4788978
Dimapur → Kohima,"(25.8484, 93.82284999999999)",47.615791645310125,91.71522472462692,27.106288442953836,1739877650.4789
Dimapur → Kohima,"(25.7905, 93.9181)",54.297228502233864,104.92154971346712,29.530680246619706,1739877650.478904
Dimapur → Kohima,"(25.7326, 94.01335)",49.46609645886651,111.8120457560578,29.034417353490355,1739877650.4789062
Dimapur → Kohima,"(25.6747, 94.1086)",58.272475304077815,100.07283371956946,25.625633286198912,1739877650.478909
Kohima → Imphal,"(25.6747, 94.1086)",52.528773978824205,88.02463739463646,36.76811745152887,1739877650.4790232
Kohima → Imphal,"(25.460275000000003, 94.06565)",48.97603088872144,121.69687203626985,30.051728176673343,1739877650.479027
Kohima → Imphal,"(25.24585, 94.0227)",49.787685834683515,100.2422411434186,26.6363946217078,1739877650.479029
Kohima → Imphal,"(25.031425, 93.97975)",53.098943963051276,87.52017296352585,28.588621895138683,1739877650.479032
Kohima → Imphal,"(24.817, 93.9368)",59.62333223489894,95.43840154854497,28.116586120990775,1739877650.4790359
Guwahati → Dimapur,"(26.1445, 91.7362)",52.91346993888745,87.62234614789858,29.589939315768042,1739892388.270106
Guwahati → Dimapur,"(26.08495, 92.23405)",41.169768020618775,102.4010309638645,29.71385312006511,1739892388.27011
Guwahati → Dimapur,"(26.0254, 92.7319)",54.9644191215214,93.163069243484,27.429358366362493,1739892388.270114
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",48.70398320197805,105.68042696629828,30.047180164443127,1739892388.270116
Guwahati → Dimapur,"(25.9063, 93.7276)",50.66592749538036,114.03033255934625,28.648216035686488,1739892388.270119
Dimapur → Kohima,"(25.9063, 93.7276)",53.20992610969077,91.61646243337333,27.560359189980307,1739892388.2701719
Dimapur → Kohima,"(25.8484, 93.82284999999999)",49.220850683107564,91.79772566365406,28.128729084727905,1739892388.270174
Dimapur → Kohima,"(25.7905, 93.9181)",56.25867149936057,125.76146680738569,28.455856665785518,1739892388.2701771
Dimapur → Kohima,"(25.7326, 94.01335)",43.647962521920554,84.9226687225329,27.195111902650797,1739892388.270179
Dimapur → Kohima,"(25.6747, 94.1086)",51.993576492611446,98.69831851305868,29.449871543417196,1739892388.270182
Kohima → Imphal,"(25.6747, 94.1086)",52.547974266925095,103.32881094727348,32.655048605092105,1739892388.2702122
Kohima → Imphal,"(25.460275000000003, 94.06565)",46.41405606354191,91.2194135771451,35.700527610674165,1739892388.2702138
Kohima → Imphal,"(25.24585, 94.0227)",46.593928642302615,116.8077627533248,28.43177933814993,1739892388.270216
Kohima → Imphal,"(25.031425, 93.97975)",45.63662512973327,95.89769639007707,28.28408468009795,1739892388.270219
Kohima → Imphal,"(24.817, 93.9368)",52.353706216686106,91.87920347971429,30.06286008104766,1739892388.270221
Guwahati → Dimapur,"(26.1445, 91.7362)",57.7326705575828,96.46578920549135,30.315965977739612,1739892420.733721
Guwahati → Dimapur,"(26.08495, 92.23405)",44.59765484529302,82.92969804581654,26.132922951899832,1739892420.7337248
Guwahati → Dimapur,"(26.0254, 92.7319)",57.35406512765668,99.34921114518433,35.27041691757789,1739892420.733727
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",51.437923770866846,106.39308163932633,26.329241104548768,1739892420.73373
Guwahati → Dimapur,"(25.9063, 93.7276)",47.638329752505626,98.10897284153828,25.9225537478491,1739892420.733732
Dimapur → Kohima,"(25.9063, 93.7276)",48.72468182819153,93.57122761081072,29.399806730509077,1739892420.733761
Dimapur → Kohima,"(25.8484, 93.82284999999999)",58.83659987074262,102.9743491803311,34.71249224608529,1739892420.7337642
Dimapur → Kohima,"(25.7905, 93.9181)",53.110626218033424,103.48215981706066,26.00755345877532,1739892420.7337658
Dimapur → Kohima,"(25.7326, 94.01335)",47.73754764612876,103.23366728924196,27.408423816495976,1739892420.733769
Dimapur → Kohima,"(25.6747, 94.1086)",49.201531554527364,113.56971287460625,30.406224365560483,1739892420.733771
Kohima → Imphal,"(25.6747, 94.1086)",52.44639470443772,75.90558503674728,30.11337879233586,1739892420.7337961
Kohima → Imphal,"(25.460275000000003, 94.06565)",54.870621040384876,102.68707169175015,27.244338552656718,1739892420.733799
Kohima → Imphal,"(25.24585, 94.0227)",50.30059398379978,94.21815987815265,28.97522806676873,1739892420.733801
Kohima → Imphal,"(25.031425, 93.97975)",54.48737130385456,118.22402599428945,28.00104130614201,1739892420.733804
Kohima → Imphal,"(24.817, 93.9368)",47.93135888527714,98.7906100517682,30.325739539648023,1739892420.7338061
Guwahati → Dimapur,"(26.1445, 91.7362)",53.48782825396097,103.15889559383857,31.34183644580951,1739892478.275697
Guwahati → Dimapur,"(26.08495, 92.23405)",46.69932050153039,108.40314848796993,29.574279919149877,1739892478.275701
Guwahati → Dimapur,"(26.0254, 92.7319)",47.74094274412903,96.74330459284666,30.79784086681715,1739892478.2757041
Guwahati → Dimapur,"(25.965850000000003, 93.22975)",59.78855470576409,108.20827643492493,34.73061457894261,1739892478.2757068
Guwahati → Dimapur,"(25.9063, 93.7276)",47.92470596491419,93.99338635834897,30.282968856843546,1739892478.275709
Dimapur → Kohima,"(25.9063, 93.7276)",48.24351050989386,102.20355607496265,33.79355771573793,1739892478.2757661
Dimapur → Kohima,"(25.8484, 93.82284999999999)",42.69142351249418,94.71982495381792,29.729328774786758,1739892478.275769
Dimapur → Kohima,"(25.7905, 93.9181)",48.64283332677701,103.26586288876909,30.401210187222166,1739892478.2757719
Dimapur → Kohima,"(25.7326, 94.01335)",54.69515454229649,109.46632848939328,29.61220325362037,1739892478.275774
Dimapur → Kohima,"(25.6747, 94.1086)",56.79366442999018,91.64450321641993,31.173951433451048,1739892478.275776
Kohima → Imphal,"(25.6747, 94.1086)",55.811772024386926,104.01729344818573,35.11227265337373,1739892478.2758038
Kohima → Imphal,"(25.460275000000003, 94.06565)",47.64734040242533,111.8562658720718,23.64087832335379,1739892478.275807
Kohima → Imphal,"(25.24585, 94.0227)",45.215514819876546,114.43377562925787,29.78560477677603,1739892478.275809
Kohima → Imphal,"(25.031425, 93.97975)",38.43971362280846,93.17315510512725,29.132885509793912,1739892478.275811
Kohima → Imphal,"(24.817, 93.9368)",55.30027830940876,104.05546139402239,32.83577240579274,1739892478.2758138
Guwahati → Dimapur,"(26.1445, 91.7362)",55.911007165093835,106.99974010277715,30.480109372165185,1739892538.274265
Guwahati → Dimapur,"(26.08495, 92.23405)",41.449589597732206,106.28639871841065,28.518997626565454,1739892538.274271
Guwahati → Dimapur,"(26.0254, 92.7319)",54.020373859798646,90.7807911977058,28.535217141697583,1739892538.274274
